number,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
1,Moscow,Moscow,55.7522,37.6155,Russia,RU,RUS,Moskva,primary,10452000,1643318494
2,Paris,Paris,48.8667,2.3333,France,FR,FRA,ÃŽle-de-France,primary,9904000,1250015082
3,London,London,51.5,-0.1167,United Kingdom,GB,GBR,"London, City of",primary,8567000,1826645935
4,Madrid,Madrid,40.4,-3.6834,Spain,ES,ESP,Madrid,primary,5567000,1724616994
5,Barcelona,Barcelona,41.3833,2.1834,Spain,ES,ESP,Catalonia,admin,4920000,1724594040
6,Saint Petersburg,Saint Petersburg,59.939,30.316,Russia,RU,RUS,Sankt-Peterburg,admin,4553000,1643616350
7,Berlin,Berlin,52.5218,13.4015,Germany,DE,DEU,Berlin,primary,3406000,1276451290
8,Rome,Rome,41.896,12.4833,Italy,IT,ITA,Lazio,primary,3339000,1380382862
9,Athens,Athens,37.9833,23.7333,Greece,GR,GRC,AttikÃ­,primary,3242000,1300715560
10,Milan,Milan,45.47,9.205,Italy,IT,ITA,Lombardy,admin,2945000,1380724377
11,Stuttgart,Stuttgart,48.78,9.2,Germany,DE,DEU,Baden-WÃ¼rttemberg,admin,2944700,1276171358
12,Frankfurt,Frankfurt,50.1,8.675,Germany,DE,DEU,Hesse,minor,2895000,1276054552
13,Lisbon,Lisbon,38.7227,-9.1449,Portugal,PT,PRT,Lisboa,primary,2812000,1620619017
14,Katowice,Katowice,50.2604,19.02,Poland,PL,POL,ÅšlÄ…skie,admin,2746000,1616798495
15,Kyiv,Kyiv,50.4334,30.5166,Ukraine,UA,UKR,"Kyyiv, Misto",primary,2709000,1804382913
16,Vienna,Vienna,48.2,16.3666,Austria,AT,AUT,Wien,primary,2400000,1040261752
17,Mannheim,Mannheim,49.5004,8.47,Germany,DE,DEU,Baden-WÃ¼rttemberg,minor,2362000,1276150104
18,Birmingham,Birmingham,52.475,-1.92,United Kingdom,GB,GBR,Birmingham,admin,2285000,1826423213
19,Naples,Naples,40.84,14.245,Italy,IT,ITA,Campania,admin,2250000,1380646673
20,Manchester,Manchester,53.5004,-2.248,United Kingdom,GB,GBR,Manchester,admin,2230000,1826246335
21,Bucharest,Bucharest,44.4334,26.0999,Romania,RO,ROU,BucureÅŸti,primary,1942000,1642414442
22,Minsk,Minsk,53.9,27.5666,Belarus,BY,BLR,Minsk,primary,1805000,1112348503
23,Hamburg,Hamburg,53.55,10,Germany,DE,DEU,Hamburg,admin,1757000,1276041799
24,Essen,Essen,51.45,7.0166,Germany,DE,DEU,North Rhine-Westphalia,minor,1742135,1276769247
25,Warsaw,Warsaw,52.25,21,Poland,PL,POL,Mazowieckie,primary,1707000,1616024847
26,Budapest,Budapest,47.5,19.0833,Hungary,HU,HUN,Budapest,primary,1679000,1348611435
27,Turin,Turin,45.0704,7.67,Italy,IT,ITA,Piedmont,admin,1652000,1380244627
28,Leeds,Leeds,53.83,-1.58,United Kingdom,GB,GBR,Leeds,admin,1529000,1826343963
29,Florence,Florence,43.78,11.25,Italy,IT,ITA,Tuscany,admin,1500000,1380726561
30,Kharkiv,Kharkiv,50,36.25,Ukraine,UA,UKR,Kharkivsâ€™ka Oblastâ€™,admin,1461000,1804588111
31,Lyon,Lyon,45.77,4.83,France,FR,FRA,Auvergne-RhÃ´ne-Alpes,admin,1423000,1250196189
32,The Hague,The Hague,52.08,4.27,Netherlands,NL,NLD,Zuid-Holland,primary,1406000,1528799905
33,Marseille,Marseille,43.29,5.375,France,FR,FRA,Provence-Alpes-CÃ´te dâ€™Azur,admin,1400000,1250774071
34,Novosibirsk,Novosibirsk,55.03,82.96,Russia,RU,RUS,Novosibirskaya Oblastâ€™,admin,1389000,1643399240
35,Porto,Porto,41.15,-8.62,Portugal,PT,PRT,Porto,admin,1337000,1620356810
36,Yekaterinburg,Yekaterinburg,56.85,60.6,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,admin,1313000,1643582706
37,Sheffield,Sheffield,53.3667,-1.5,United Kingdom,GB,GBR,Sheffield,admin,1292900,1826289852
38,Nizhniy Novgorod,Nizhniy Novgorod,56.333,44.0001,Russia,RU,RUS,Nizhegorodskaya Oblastâ€™,admin,1278000,1643012126
39,Duisburg,Duisburg,51.43,6.75,Germany,DE,DEU,North Rhine-Westphalia,minor,1276757,1276977172
40,Munich,Munich,48.1299,11.575,Germany,DE,DEU,Bavaria,admin,1275000,1276692352
41,Stockholm,Stockholm,59.3508,18.0973,Sweden,SE,SWE,Stockholm,primary,1264000,1752425602
42,Geneva,Geneva,46.21,6.14,Switzerland,CH,CHE,GenÃ¨ve,admin,1240000,1756810813
43,DÃ¼sseldorf,Dusseldorf,51.2204,6.78,Germany,DE,DEU,North Rhine-Westphalia,admin,1220000,1276615258
44,Sevilla,Sevilla,37.405,-5.98,Spain,ES,ESP,Andalusia,admin,1212045,1724991838
45,Sofia,Sofia,42.6833,23.3167,Bulgaria,BG,BGR,Sofia-Grad,primary,1185000,1100762037
46,Prague,Prague,50.0833,14.466,Czechia,CZ,CZE,"Praha, HlavnÃ­ MÄ›sto",primary,1162000,1203744823
47,Glasgow,Glasgow,55.8744,-4.2507,United Kingdom,GB,GBR,Glasgow City,admin,1160000,1826836462
48,Samara,Samara,53.195,50.1513,Russia,RU,RUS,Samarskaya Oblastâ€™,admin,1137000,1643205757
49,Omsk,Omsk,54.99,73.4,Russia,RU,RUS,Omskaya Oblastâ€™,admin,1135000,1643360863
50,Helsinki,Helsinki,60.1756,24.9341,Finland,FI,FIN,Uusimaa,primary,1115000,1246177997
51,Kazanâ€™,Kazan',55.7499,49.1263,Russia,RU,RUS,Tatarstan,admin,1115000,1643101260
52,ZÃ¼rich,Zurich,47.38,8.55,Switzerland,CH,CHE,ZÃ¼rich,admin,1108000,1756539143
53,Belgrade,Belgrade,44.8186,20.468,Serbia,RS,SRB,Beograd,primary,1099000,1688374696
54,Chelyabinsk,Chelyabinsk,55.155,61.4387,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,admin,1091000,1643224011
55,Copenhagen,Copenhagen,55.6786,12.5635,Denmark,DK,DNK,Hovedstaden,primary,1085000,1208763942
56,Dublin,Dublin,53.3331,-6.2489,Ireland,IE,IRL,Dublin,primary,1059000,1372595407
57,Rostov-na-Donu,Rostov-na-Donu,47.2346,39.7127,Russia,RU,RUS,Rostovskaya Oblastâ€™,admin,1052000,1643013518
58,Dnipro,Dnipro,48.48,35,Ukraine,UA,UKR,Dnipropetrovsâ€™ka Oblastâ€™,admin,1050000,1804152933
59,Lille,Lille,50.65,3.08,France,FR,FRA,Hauts-de-France,admin,1044000,1250071961
60,Amsterdam,Amsterdam,52.35,4.9166,Netherlands,NL,NLD,Noord-Holland,primary,1031000,1528355309
61,Ufa,Ufa,54.79,56.04,Russia,RU,RUS,Bashkortostan,admin,1018000,1643722928
62,Rotterdam,Rotterdam,51.92,4.48,Netherlands,NL,NLD,Zuid-Holland,minor,1005000,1528892850
63,Cologne,Cologne,50.93,6.95,Germany,DE,DEU,North Rhine-Westphalia,,1004000,1276015998
64,Tirana,Tirana,41.3275,19.8189,Albania,AL,ALB,TiranÃ«,primary,895350,1008162156
65,Oslo,Oslo,59.9167,10.75,Norway,NO,NOR,Oslo,primary,835000,1578324706
66,Riga,Riga,56.95,24.1,Latvia,LV,LVA,RÄ«ga,primary,742572,1428586192
67,Zagreb,Zagreb,45.8,16,Croatia,HR,HRV,"Zagreb, Grad",primary,722526,1191233290
68,Sarajevo,Sarajevo,43.85,18.383,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",primary,696731,1070966777
69,Chisinau,Chisinau,47.005,28.8577,Moldova,MD,MDA,ChiÅŸinÄƒu,primary,688134,1498011437
70,Vilnius,Vilnius,54.6834,25.3166,Lithuania,LT,LTU,Vilniaus Miestas,primary,542366,1440887149
71,Bratislava,Bratislava,48.15,17.117,Slovakia,SK,SVK,BratislavskÃ½,primary,423737,1703195001
72,Tallinn,Tallinn,59.4339,24.728,Estonia,EE,EST,Harjumaa,primary,394024,1233260021
73,Valletta,Valletta,35.8997,14.5147,Malta,MT,MLT,Valletta,primary,368250,1470574399
74,Ljubljana,Ljubljana,46.0553,14.515,Slovenia,SI,SVN,Ljubljana,primary,314807,1705917455
75,Bern,Bern,46.9167,7.467,Switzerland,CH,CHE,Bern,primary,275329,1756374318
76,ReykjavÃ­k,Reykjavik,64.15,-21.95,Iceland,IS,ISL,HÃ¶fuÃ°borgarsvÃ¦Ã°i,primary,166212,1352327190
77,Podgorica,Podgorica,42.466,19.2663,Montenegro,ME,MNE,Podgorica,primary,145850,1499454516
78,Luxembourg,Luxembourg,49.6117,6.13,Luxembourg,LU,LUX,Luxembourg,primary,107260,1442262731
79,Andorra la Vella,Andorra la Vella,42.5,1.5165,Andorra,AD,AND,Andorra la Vella,primary,53998,1020828846
80,Monaco,Monaco,43.7396,7.4069,Monaco,MC,MCO,,primary,36371,1492854256
81,Vaduz,Vaduz,47.1337,9.5167,Liechtenstein,LI,LIE,Vaduz,primary,36281,1438317747
82,San Marino,San Marino,43.9172,12.4667,San Marino,SM,SMR,San Marino CittÃ ,primary,29579,1674741947
83,Permâ€™,Perm',58,56.25,Russia,RU,RUS,Permskiy Kray,,997000,1643700880
84,Odesa,Odesa,46.49,30.71,Ukraine,UA,UKR,Odesâ€™ka Oblastâ€™,admin,991000,1804178102
85,Donetsâ€™k,Donets'k,48,37.83,Ukraine,UA,UKR,Donetsâ€™ka Oblastâ€™,admin,988000,1804963805
86,Volgograd,Volgograd,48.71,44.5,Russia,RU,RUS,Volgogradskaya Oblastâ€™,admin,984000,1643577201
87,Salerno,Salerno,40.6804,14.7699,Italy,IT,ITA,Campania,minor,954265,1380863448
88,Nice,Nice,43.715,7.265,France,FR,FRA,Provence-Alpes-CÃ´te dâ€™Azur,minor,927000,1250774553
89,Krasnoyarsk,Krasnoyarsk,56.014,92.866,Russia,RU,RUS,Krasnoyarskiy Kray,admin,925000,1643544975
90,Newcastle upon Tyne,Newcastle upon Tyne,55.0004,-1.6,United Kingdom,GB,GBR,Newcastle upon Tyne,admin,882000,1826292220
91,Bilbao,Bilbao,43.25,-2.93,Spain,ES,ESP,Basque Country,minor,875552,1724331267
92,Palermo,Palermo,38.125,13.35,Italy,IT,ITA,Sicilia,admin,863000,1380428434
93,Caerdydd,Caerdydd,51.5,-3.225,United Kingdom,GB,GBR,Cardiff,admin,861400,1826362422
94,Toulouse,Toulouse,43.62,1.4499,France,FR,FRA,Occitanie,admin,847000,1250258110
95,Voronezh,Voronezh,51.73,39.27,Russia,RU,RUS,Voronezhskaya Oblastâ€™,admin,844000,1643811064
96,Saratov,Saratov,51.58,46.03,Russia,RU,RUS,Saratovskaya Oblastâ€™,admin,843000,1643556540
97,Basel,Basel,47.5804,7.59,Switzerland,CH,CHE,Basel-Stadt,admin,830000,1756731313
98,ThessalonÃ­ki,Thessaloniki,40.6961,22.885,Greece,GR,GRC,KentrikÃ­ MakedonÃ­a,admin,828000,1300397999
99,Braga,Braga,41.555,-8.4213,Portugal,PT,PRT,Braga,admin,826833,1620949401
100,Nottingham,Nottingham,52.9703,-1.17,United Kingdom,GB,GBR,Nottingham,admin,825600,1826122597
101,Liverpool,Liverpool,53.416,-2.918,United Kingdom,GB,GBR,Liverpool,admin,811000,1826558678
102,Valencia,Valencia,39.485,-0.4,Spain,ES,ESP,Valencia,admin,808000,1724981666
103,Lâ€™viv,L'viv,49.835,24.03,Ukraine,UA,UKR,Lâ€™vivsâ€™ka Oblastâ€™,admin,803880,1804939658
104,Bordeaux,Bordeaux,44.85,-0.595,France,FR,FRA,Nouvelle-Aquitaine,admin,803000,1250449238
105,Zaporizhzhya,Zaporizhzhya,47.8573,35.1768,Ukraine,UA,UKR,Zaporizâ€™ka Oblastâ€™,admin,788000,1804644752
106,Wuppertal,Wuppertal,51.25,7.17,Germany,DE,DEU,North Rhine-Westphalia,minor,776525,1276004611
107,SaarbrÃ¼cken,Saarbrucken,49.2504,6.97,Germany,DE,DEU,Saarland,admin,770001,1276419711
108,ÅÃ³dÅº,Lodz,51.775,19.4514,Poland,PL,POL,ÅÃ³dzkie,admin,758000,1616832750
109,KrakÃ³w,Krakow,50.06,19.96,Poland,PL,POL,MaÅ‚opolskie,admin,756000,1616172264
110,GdaÅ„sk,Gdansk,54.36,18.64,Poland,PL,POL,Pomorskie,admin,740000,1616406372
111,Nuremberg,Nuremberg,49.45,11.08,Germany,DE,DEU,Bavaria,minor,737304,1276166609
112,Bremen,Bremen,53.08,8.8,Germany,DE,DEU,Bremen,admin,724909,1276376509
113,Hannover,Hannover,52.367,9.7167,Germany,DE,DEU,Lower Saxony,admin,722490,1276457707
114,Tolâ€™yatti,Tol'yatti,53.4804,49.53,Russia,RU,RUS,Samarskaya Oblastâ€™,,702879,1643256295
115,Bonn,Bonn,50.7205,7.08,Germany,DE,DEU,North Rhine-Westphalia,minor,680543,1276807850
116,Catania,Catania,37.5,15.08,Italy,IT,ITA,Sicilia,minor,674542,1380562508
117,Bytom,Bytom,50.35,18.91,Poland,PL,POL,ÅšlÄ…skie,minor,662247,1616740907
118,Kryvyy Rih,Kryvyy Rih,47.9283,33.345,Ukraine,UA,UKR,Dnipropetrovsâ€™ka Oblastâ€™,minor,652380,1804544901
119,Krasnodar,Krasnodar,45.02,39,Russia,RU,RUS,Krasnodarskiy Kray,admin,649851,1643438227
120,Zaragoza,Zaragoza,41.65,-0.89,Spain,ES,ESP,Aragon,admin,649404,1724907391
121,Genoa,Genoa,44.41,8.93,Italy,IT,ITA,Liguria,admin,647497,1380716540
122,Ulâ€™yanovsk,Ul'yanovsk,54.33,48.41,Russia,RU,RUS,Ulâ€™yanovskaya Oblastâ€™,admin,640680,1643668944
123,Utrecht,Utrecht,52.1003,5.12,Netherlands,NL,NLD,Utrecht,admin,640000,1528871692
124,WrocÅ‚aw,Wroclaw,51.1104,17.03,Poland,PL,POL,DolnoÅ›lÄ…skie,admin,634893,1616108520
125,Izhevsk,Izhevsk,56.85,53.23,Russia,RU,RUS,Udmurtiya,admin,631038,1643983138
126,PoznaÅ„,Poznan,52.4058,16.8999,Poland,PL,POL,Wielkopolskie,admin,623997,1616725607
127,Southend-on-Sea,Southend-on-Sea,51.55,0.72,United Kingdom,GB,GBR,Southend-on-Sea,admin,618386,1826524208
128,Dresden,Dresden,51.05,13.75,Germany,DE,DEU,Saxony,admin,617515,1276561036
129,Wiesbaden,Wiesbaden,50.0804,8.25,Germany,DE,DEU,Hesse,admin,617126,1276652118
130,Yaroslavlâ€™,Yaroslavl',57.62,39.87,Russia,RU,RUS,Yaroslavskaya Oblastâ€™,admin,606730,1643338528
131,Barnaul,Barnaul,53.355,83.745,Russia,RU,RUS,Altayskiy Kray,admin,599579,1643318931
132,Dortmund,Dortmund,51.53,7.45,Germany,DE,DEU,North Rhine-Westphalia,minor,588462,1276562886
133,Vladivostok,Vladivostok,43.13,131.91,Russia,RU,RUS,Primorskiy Kray,admin,587022,1643832017
134,Irkutsk,Irkutsk,52.32,104.245,Russia,RU,RUS,Irkutskaya Oblastâ€™,admin,586695,1643439037
135,Khabarovsk,Khabarovsk,48.455,135.12,Russia,RU,RUS,Khabarovskiy Kray,admin,579000,1643175363
136,Makhachkala,Makhachkala,42.98,47.5,Russia,RU,RUS,Dagestan,admin,554981,1643580480
137,Bristol,Bristol,51.45,-2.5833,United Kingdom,GB,GBR,"Bristol, City of",admin,553528,1826921049
138,Orenburg,Orenburg,51.78,55.11,Russia,RU,RUS,Orenburgskaya Oblastâ€™,admin,550204,1643685056
139,MÃ¡laga,Malaga,36.7204,-4.42,Spain,ES,ESP,Andalusia,minor,550058,1724397372
140,Leipzig,Leipzig,51.3354,12.41,Germany,DE,DEU,Saxony,minor,542529,1276563678
141,Novokuznetsk,Novokuznetsk,53.75,87.115,Russia,RU,RUS,Kemerovskaya Oblastâ€™,,539616,1643628717
142,GÃ¶teborg,Goteborg,57.75,12,Sweden,SE,SWE,VÃ¤stra GÃ¶taland,admin,537797,1752059374
143,Tomsk,Tomsk,56.495,84.975,Russia,RU,RUS,Tomskaya Oblastâ€™,admin,535479,1643258928
144,Rouen,Rouen,49.4304,1.08,France,FR,FRA,Normandie,admin,532559,1250372069
145,Ryazanâ€™,Ryazan',54.62,39.72,Russia,RU,RUS,Ryazanskaya Oblastâ€™,admin,520173,1643205787
146,Tyumenâ€™,Tyumen',57.14,65.53,Russia,RU,RUS,Tyumenskaya Oblastâ€™,admin,519119,1643040435
147,Lipetsk,Lipetsk,52.62,39.64,Russia,RU,RUS,Lipetskaya Oblastâ€™,admin,515655,1643772906
148,Penza,Penza,53.18,45,Russia,RU,RUS,Penzenskaya Oblastâ€™,admin,512602,1643492830
149,Mykolayiv,Mykolayiv,46.9677,31.9843,Ukraine,UA,UKR,Mykolayivsâ€™ka Oblastâ€™,admin,510840,1804398395
150,Gliwice,Gliwice,50.3304,18.67,Poland,PL,POL,ÅšlÄ…skie,minor,507670,1616311376
151,Edinburgh,Edinburgh,55.9483,-3.2191,United Kingdom,GB,GBR,"Edinburgh, City of",admin,504966,1826492520
152,Brighton,Brighton,50.8303,-0.17,United Kingdom,GB,GBR,Brighton and Hove,,503008,1826609057
153,Astrakhanâ€™,Astrakhan',46.3487,48.055,Russia,RU,RUS,Astrakhanskaya Oblastâ€™,admin,502533,1643407929
154,Bradford,Bradford,53.8,-1.75,United Kingdom,GB,GBR,Bradford,admin,501700,1826687116
155,Bari,Bari,41.1142,16.8728,Italy,IT,ITA,Puglia,admin,500577,1380991126
156,Tula,Tula,54.2,37.6299,Russia,RU,RUS,Tulâ€™skaya Oblastâ€™,admin,489486,1643255206
157,Bologna,Bologna,44.5004,11.34,Italy,IT,ITA,Emilia-Romagna,admin,488172,1380202039
158,Mariupolâ€™,Mariupol',47.0962,37.5562,Ukraine,UA,UKR,Donetsâ€™ka Oblastâ€™,,481626,1804630021
159,Homyelâ€™,Homyel',52.43,31,Belarus,BY,BLR,Homyelâ€™skaya Voblastsâ€™,admin,480951,1112580227
160,Ostrava,Ostrava,49.8304,18.25,Czechia,CZ,CZE,MoravskoslezskÃ½ Kraj ,admin,478963,1203687206
161,Kemerovo,Kemerovo,55.34,86.09,Russia,RU,RUS,Kemerovskaya Oblastâ€™,admin,477090,1643216311
162,Piraeus,Piraeus,37.95,23.7,Greece,GR,GRC,AttikÃ­,minor,466065,1300458367
163,Naberezhnyye Chelny,Naberezhnyye Chelny,55.7,52.3199,Russia,RU,RUS,Tatarstan,,461086,1643008493
164,Leicester,Leicester,52.63,-1.1332,United Kingdom,GB,GBR,Leicester,admin,457983,1826431946
165,Kirov,Kirov,58.5901,49.67,Russia,RU,RUS,Kirovskaya Oblastâ€™,admin,457437,1643106064
166,Sunderland,Sunderland,54.92,-1.38,United Kingdom,GB,GBR,Sunderland,admin,452934,1826736387
167,Luhansâ€™k,Luhans'k,48.5698,39.3344,Ukraine,UA,UKR,Luhansâ€™ka Oblastâ€™,admin,452000,1804688214
168,Belfast,Belfast,54.6,-5.96,United Kingdom,GB,GBR,Belfast,,450406,1826509389
169,Cheboksary,Cheboksary,56.13,47.25,Russia,RU,RUS,Chuvashiya,admin,446781,1643163382
170,Portsmouth,Portsmouth,50.8003,-1.08,United Kingdom,GB,GBR,Portsmouth,admin,442252,1826964096
171,Strasbourg,Strasbourg,48.58,7.75,France,FR,FRA,Grand Est,admin,439972,1250789140
172,Nantes,Nantes,47.2104,-1.59,France,FR,FRA,Pays de la Loire,admin,438537,1250091495
173,Kaliningrad,Kaliningrad,54.7,20.4973,Russia,RU,RUS,Kaliningradskaya Oblastâ€™,admin,434954,1643178106
174,Bryansk,Bryansk,53.26,34.43,Russia,RU,RUS,Bryanskaya Oblastâ€™,admin,427236,1643208827
175,Bournemouth,Bournemouth,50.73,-1.9,United Kingdom,GB,GBR,Bournemouth,admin,426945,1826769743
176,Heidelberg,Heidelberg,49.42,8.7,Germany,DE,DEU,Baden-WÃ¼rttemberg,minor,426590,1276519742
177,Ivanovo,Ivanovo,57.01,41.01,Russia,RU,RUS,Ivanovskaya Oblastâ€™,admin,420839,1643297945
178,Middlesbrough,Middlesbrough,54.5804,-1.23,United Kingdom,GB,GBR,Redcar and Cleveland,admin,416042,1826407067
179,Magnitogorsk,Magnitogorsk,53.4227,58.98,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,413351,1643987830
180,Kursk,Kursk,51.74,36.19,Russia,RU,RUS,Kurskaya Oblastâ€™,admin,409431,1643011077
181,Metz,Metz,49.1203,6.18,France,FR,FRA,Grand Est,minor,409186,1250778717
182,Szczecin,Szczecin,53.4204,14.53,Poland,PL,POL,Zachodniopomorskie,admin,407811,1616256546
183,Murcia,Murcia,37.98,-1.13,Spain,ES,ESP,Murcia,admin,406807,1724107739
184,Tverâ€™,Tver',56.86,35.89,Russia,RU,RUS,Tverskaya Oblastâ€™,admin,400212,1643456559
185,Surgut,Surgut,61.2599,73.425,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,400000,1643007475
186,Khmelâ€™nytsâ€™kyy,Khmel'nyts'kyy,49.4249,27.0015,Ukraine,UA,UKR,Khmelâ€™nytsâ€™ka Oblastâ€™,admin,398346,1804347108
187,Eindhoven,Eindhoven,51.43,5.5,Netherlands,NL,NLD,Noord-Brabant,minor,398053,1528636212
188,Horlivka,Horlivka,48.2996,38.0547,Ukraine,UA,UKR,Donetsâ€™ka Oblastâ€™,,396885,1804235146
189,Stoke-on-Trent,Stoke-on-Trent,53.0004,-2.18,United Kingdom,GB,GBR,Stoke-on-Trent,admin,390801,1826799578
190,Grenoble,Grenoble,45.1804,5.72,France,FR,FRA,Auvergne-RhÃ´ne-Alpes,minor,388574,1250071647
191,Granada,Granada,37.165,-3.585,Spain,ES,ESP,Andalusia,minor,388290,1724929320
192,Brno,Brno,49.2004,16.61,Czechia,CZ,CZE,JihomoravskÃ½ Kraj,admin,388277,1203676514
193,Coventry,Coventry,52.4204,-1.5,United Kingdom,GB,GBR,Coventry,admin,388271,1826979198
194,Southampton,Southampton,50.9,-1.4,United Kingdom,GB,GBR,Southampton,admin,384417,1826602892
195,Nizhniy Tagil,Nizhniy Tagil,57.92,59.975,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,381116,1643992310
196,Vigo,Vigo,42.22,-8.73,Spain,ES,ESP,Galicia,,378952,1724045676
197,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,28.1,-15.43,Spain,ES,ESP,Canary Islands,admin,378495,1724501748
198,Karlsruhe,Karlsruhe,49,8.4,Germany,DE,DEU,Baden-WÃ¼rttemberg,minor,377487,1276923210
199,Makiyivka,Makiyivka,48.0297,37.9746,Ukraine,UA,UKR,Donetsâ€™ka Oblastâ€™,,376610,1804926154
200,Palma,Palma,39.5743,2.6542,Spain,ES,ESP,Balearic Islands,admin,375773,1724728111
201,Kaunas,Kaunas,54.9504,23.88,Lithuania,LT,LTU,Kauno Miestas,admin,374643,1440302852
202,A CoruÃ±a,A Coruna,43.33,-8.42,Spain,ES,ESP,Galicia,minor,370610,1724417375
203,Reading,Reading,51.47,-0.98,United Kingdom,GB,GBR,Reading,admin,369804,1826869043
204,Mahilyow,Mahilyow,53.8985,30.3247,Belarus,BY,BLR,Mahilyowskaya Voblastsâ€™,admin,369200,1112518993
205,Bydgoszcz,Bydgoszcz,53.1204,18.01,Poland,PL,POL,Kujawsko-Pomorskie,admin,366452,1616454014
206,Vladikavkaz,Vladikavkaz,43.0504,44.67,Russia,RU,RUS,North Ossetia,admin,364630,1643438348
207,Stavropolâ€™,Stavropol',45.05,41.98,Russia,RU,RUS,Stavropolâ€™skiy Kray,admin,363064,1643947228
208,Ulan-Ude,Ulan-Ude,51.825,107.625,Russia,RU,RUS,Buryatiya,admin,360278,1643774900
209,Lublin,Lublin,51.2504,22.5727,Poland,PL,POL,Lubelskie,admin,360044,1616953501
210,Augsburg,Augsburg,48.35,10.9,Germany,DE,DEU,Bavaria,minor,358989,1276314100
211,Toulon,Toulon,43.1342,5.9188,France,FR,FRA,Provence-Alpes-CÃ´te dâ€™Azur,minor,357693,1250541629
212,Donostia,Donostia,43.3204,-1.98,Spain,ES,ESP,Basque Country,minor,357468,1724910555
213,Arkhangelâ€™sk,Arkhangel'sk,64.575,40.545,Russia,RU,RUS,Arkhangelâ€™skaya Oblastâ€™,admin,356051,1643797198
214,Vinnytsya,Vinnytsya,49.2254,28.4816,Ukraine,UA,UKR,Vinnytsâ€™ka Oblastâ€™,admin,352115,1804658571
215,Haarlem,Haarlem,52.3804,4.63,Netherlands,NL,NLD,Noord-Holland,admin,349957,1528822178
216,Linz,Linz,48.3192,14.2888,Austria,AT,AUT,OberÃ¶sterreich,admin,349161,1040261171
217,Verona,Verona,45.4404,10.99,Italy,IT,ITA,Veneto,minor,347459,1380324879
218,Belgorod,Belgorod,50.63,36.5999,Russia,RU,RUS,Belgorodskaya Oblastâ€™,admin,345289,1643407900
219,Kurgan,Kurgan,55.46,65.345,Russia,RU,RUS,Kurganskaya Oblastâ€™,admin,343129,1643201853
220,Vitsyebsk,Vitsyebsk,55.1887,30.1853,Belarus,BY,BLR,Vitsyebskaya Voblastsâ€™,admin,342700,1112480679
221,Plovdiv,Plovdiv,42.154,24.754,Bulgaria,BG,BGR,Plovdiv,admin,340494,1100436706
222,Kaluga,Kaluga,54.5204,36.27,Russia,RU,RUS,Kaluzhskaya Oblastâ€™,admin,338978,1643161747
223,Santa Cruz de Tenerife,Santa Cruz de Tenerife,28.47,-16.25,Spain,ES,ESP,Canary Islands,admin,336061,1724813158
224,GijÃ³n,Gijon,43.53,-5.67,Spain,ES,ESP,Asturias,,335972,1724170659
225,OrÃ«l,Orel,52.97,36.07,Russia,RU,RUS,Orlovskaya Oblastâ€™,admin,334552,1643703818
226,Bielefeld,Bielefeld,52.03,8.53,Germany,DE,DEU,North Rhine-Westphalia,minor,331906,1276112885
227,Sochi,Sochi,43.59,39.73,Russia,RU,RUS,Krasnodarskiy Kray,,327608,1643009782
228,Montpellier,Montpellier,43.6104,3.87,France,FR,FRA,Occitanie,minor,327254,1250819356
229,IaÅŸi,Iasi,47.1683,27.5749,Romania,RO,ROU,IaÅŸi,admin,325914,1642367695
230,Yoshkar-Ola,Yoshkar-Ola,56.6354,47.8749,Russia,RU,RUS,Mariy-El,admin,324406,1643701904
231,Volzhskiy,Volzhskiy,48.7948,44.7744,Russia,RU,RUS,Volgogradskaya Oblastâ€™,,323293,1643875527
232,Valladolid,Valladolid,41.65,-4.75,Spain,ES,ESP,Castille-Leon,admin,322304,1724133771
233,CÃ³rdoba,Cordoba,37.88,-4.77,Spain,ES,ESP,Andalusia,minor,321376,1724706440
234,Smolensk,Smolensk,54.7827,32.0473,Russia,RU,RUS,Smolenskaya Oblastâ€™,admin,320991,1643627051
235,Podolâ€™sk,Podol'sk,55.3804,37.5299,Russia,RU,RUS,Moskovskaya Oblastâ€™,,320635,1643693800
236,Kherson,Kherson,46.6325,32.6007,Ukraine,UA,UKR,Khersonsâ€™ka Oblastâ€™,admin,320477,1804514036
237,Murmansk,Murmansk,68.97,33.1,Russia,RU,RUS,Murmanskaya Oblastâ€™,admin,319263,1643755251
238,Vladimir,Vladimir,56.13,40.4099,Russia,RU,RUS,Vladimirskaya Oblastâ€™,admin,318648,1643712167
239,Poltava,Poltava,49.574,34.5703,Ukraine,UA,UKR,Poltavsâ€™ka Oblastâ€™,admin,317847,1804547489
240,Hrodna,Hrodna,53.6779,23.8341,Belarus,BY,BLR,Hrodzyenskaya Voblastsâ€™,admin,317365,1112187197
241,Cluj-Napoca,Cluj-Napoca,46.7884,23.5984,Romania,RO,ROU,Cluj,admin,316748,1642503974
